
Profile Name 		MP-PJ-60T-N-gly2
Scan No 	Precursor ion m/z 	Intensity 	Charge 	Deconvoluted Mass (Mass + Na) 	Glycan Rank 	Composition Score 	Branching Score 	Glycan ID 	Composition 	Sequence 	Glycan Mass 	Peptide Mass 	Carbohydrate Mass 	Name 	Class 	Reaction 	Pathway 	Enzyme 	OtherDB 	Single Glycosidic % Match: 	Single CrossRing % Match: 	Glycosidic-Glycosidic % Match: 	Single CrossRing-Glycosidic % Match: 	Peptide Match
Scan2@1407.69_2	1407.69	1.00707E7	2	2792.391	1	1	1	G03948	(NeuAc)2 (Gal)2 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(a1-2)Man(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(a1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2222.79	2222.79		Glycoprotein; N-Glycan				carbbank: 5409  ; GlycomeDB: 19814  ; JCGGDB: JCGG-STR010581 	17.5	5.3	12.78	3.33	
Scan2@1407.69_2	1407.69	1.00707E7	2	2792.391	1	1	1	G01143	(NeuAc)2 (Gal)2 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(1-4)GlcNAc	2222.79	2222.79		Glycoprotein; N-Glycan				carbbank: 16069 16657 18803 21270 21664 4686  ; GlycomeDB: 17949  ; JCGGDB: JCGG-STR008545 	17.5	5.3	12.78	3.33	
Scan2@1407.69_2	1407.69	1.00707E7	2	2792.391	1	1	1	G00207	(NeuAc)2 (Gal)2 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2222.79	2222.79		Glycoprotein; N-Glycan				carbbank: 14516 16421 16437 24929 25566 2893 2901 30043 32333 38580 3877 44703 4687 48002 5397 5398  ; GlycomeDB: 17394  ; JCGGDB: JCGG-STR007947 	17.5	5.3	12.78	3.33	
Scan2@1407.69_2	1407.69	1.00707E7	2	2792.391	1	1	1	G10702	(NeuAc)2 (Gal)2 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	2222.79 (Mass of 'Asn' excluded)	2222.79		Glycoprotein; N-Glycan				carbbank: 1854 20869 25740 38429 46674 46826 5466 7429  ; GlycomeDB: 2382  ; JCGGDB: JCGG-STR014874 	17.5	5.3	12.78	3.33	

Scan4@1227.102_2	1227.102	2043230.0	2	2431.214	1	1	1	G00771	(NeuAc)1 (Gal)2 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1931.69	1931.69		Glycoprotein; N-Glycan				carbbank: 14517 1755 18796 24925 2872 30044 42005 5225 5226 8048 8049 8050  ; GlycomeDB: 17707  ; JCGGDB: JCGG-STR008285 	22.22	5.0	15.97	5.82	
Scan4@1227.102_2	1227.102	2043230.0	2	2431.214	1	1	1	G00203	(NeuAc)1 (Gal)2 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1931.69 (Mass of 'Asn' excluded)	1931.69		Glycoprotein; N-Glycan				carbbank: 1734 25741 27598 50780  ; GlycomeDB: 9158  ; JCGGDB: JCGG-STR030441 	22.22	5.0	15.97	5.82	
Scan4@1227.102_2	1227.102	2043230.0	2	2431.214	1	1	1	G00205	(NeuAc)1 (Gal)2 (GlcNAc)4 (Man)3 (Asn)1	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1931.69 (Mass of 'Asn' excluded)	1931.69		Glycoprotein; N-Glycan				carbbank: 27597  ; GlycomeDB: 9157  ; JCGGDB: JCGG-STR030440 	22.22	5.0	15.97	5.82	
Scan4@1227.102_2	1227.102	2043230.0	2	2431.214	1	1	1	G12041	(NeuAc)1 (Gal)2 (GlcNAc)4 (Man)3	NeuAc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc	1931.69	1931.69		Glycoprotein; N-Glycan				carbbank: 18800 2870  ; GlycomeDB: 24701  ; JCGGDB: JCGG-STR015810 	22.22	5.0	15.97	5.82	

